,,,,,,,,,,,,,
19013,26727,37742,1948,,50Zet Ori,Alnitak,5.67931244,-1.94257841,250.62656641604,1.74,-5.25513552156626,O9.5Ib SB,-0.199
18686,26311,37128,1903,,46Eps Ori,Alnilam,5.60355904,-1.20191725,411.522633744856,1.69,-6.38196863200844,B0Ia,-0.184
18021,25428,35497,1791,,112Bet Tau,Alnath,5.43819386,28.60787346,40.1767778224186,1.65,-1.36987551695703,B7III,-0.130
79434,109268,209952,8425,Gl 848.2,   Alp Gru,Alnair,22.13718789,-46.96061593,31.0945273631841,1.73,-0.733419799617932,B7IV,-0.070
49038,67301,120315,5191,,85Eta UMa,Alkaid,13.79237392,49.31330288,30.8737264587836,1.85,-0.597945259949115,B3V SB,-0.099
46117,62956,112185,4905,,77Eps UMa,Alioth,12.9004536,55.95984301,24.8138957816377,1.76,-0.213474769294453,A0p,-0.022
22916,31681,47105,2421,,24Gam Gem,Alhena,6.62852842,16.39941482,32.133676092545,1.93,-0.604802058411743,A0IV,0.001
10217,14576,19356,936,,26Bet Per,Algol,3.13614714,40.95565120,28.4575981787137,2.09,-0.180991214203619,B8V,-0.003
37506,50583,89484,4057,,41Gam1Leo,Algieba,10.3328227,19.84186032,38.5208012326656,2.01,-0.918476559358342,K0III,1.128
782,1067,886,39,,88Gam Peg,Algenib,0.22059721,15.18361593,102.145045965271,2.83,-2.21608654098431,B2IV,-0.190
76423,105199,203280,8162,Gl 826,5Alp Cep,Alderamin,21.30960598,62.58545529,14.9611011370437,2.45,1.57518220610677,A7IV-V,0.257
15108,21421,29139,1457,Gl 171.1A,87Alp Tau,Aldebaran,4.59866679,16.50976164,19.9640646835696,0.87,-0.631244841552428,K5III,1.538
12393,17702,23630,1165,,25Eta Tau,Alcyone,3.79140671,24.10524193,112.739571589628,2.85,-2.41038190084137,B7III,-0.086
24404,33579,52089,2618,,21Eps CMa,Adhara,6.9770963,-28.97208931,132.100396301189,1.50,-4.10452060249964,B2II,-0.211
44632,60718,108248,4730,,Alp1Cru,Acrux,12.44331705,-63.09905586,98.3284169124877,0.77,-4.19339523538628,B0.5IV,-0.243
5297,7588,10144,472,,   Alp Eri,Achernar,1.62854213,-57.23666007,44.0917107583774,0.45,-2.77178474889566,B3Vp,-0.158
2628,3765,4628,222,Gl  33,          ,96 G. Psc,0.80625919,5.28338873,7.46045956430916,5.74,6.37617209581617,K2V,0.890
10892,15510,20794,1008,Gl 139,          ,82 G. Eri,3.33145134,-43.07154929,6.05987153072355,4.26,5.34768291389568,G8V,0.711
52958,73184,131977,5568,Gl 570  A,          ,33 G. Lib,14.95759766,-21.41128090,5.90597684857075,5.72,6.86354129900986,K4V,1.024
8475,12114,16160,753,Gl 105  A,          ,268 G. Cet,2.60106457,6.88336423,7.20876585928489,5.79,6.50069540066068,K3V,0.918
